Submission No,Abstract Title,Primary Category Parent Category,Primary Category,Secondary Category Parent Category,Secondary Category,Speaker ID,First Name,Last Name,session
2408,Quasi-periodic patterns and BOLD response entrained by visual stimulation in the human brain,Modeling and Analysis Methods,Modeling and Analysis - Activation,"Perception, Attention and Motor Behavior",Perception: Visual,6071,Nan,Xu,Modeling and Analysis - Activation
2442,Recent Onset Depression and Recent Onset Psychosis: a Semi-Supervised Machine Learning Approach,Disorders of the Nervous System,Disorders of the Nervous System - Psychiatric,Modeling and Analysis Methods,Modeling and Analysis - Multivariate approaches,6740,Paris,Lalousis,Disorders of the Nervous System - Psychiatric
1682,Reduced Error-Related Default Mode Network Deactivations Linked with HIV and Medication Management,Disorders of the Nervous System,Disorders of the Nervous System - Neurodegenerative/Late Life,Modeling and Analysis Methods,Modeling and Analysis - Activation,2352,Jessica,Flannery,Disorders of the Nervous System - Neurodegenerative/Late Life
1958,"Regional White Matter Hyperintensity Burden, Functional Connectivity, and Cognition in Older Adults",Lifespan Development,Aging ,Modeling and Analysis Methods,Modeling and Analysis - Connectivity,3665,Abhishek,Jaywant,Lifespan Development
2572,Relating BOLD low-frequency physiological patterns to behavioral and cognitive traits,"Physiology, Metabolism and Neurotransmission",Neurophysiology of Imaging Signals,Modeling and Analysis Methods,Motion Correction and Preprocessing,3643,Nafis,Ahmed,"Physiology, Metabolism and Neurotransmission"
1990,Reliability of Spatially Constrained Independent Component Analysis Across Pipelines in Children,Modeling and Analysis Methods,Motion Correction and Preprocessing,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling,4710,Thomas,DeRamus,Modeling and Analysis - Activation
2402,Repertoire of dynamic states in neonatal functional brain networks,Lifespan Development,Normal Brain Development: Fetus to Adolescence,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling,3318,Lucas,Souza Franca,Lifespan Development
2182,Reproducibility of rs-fMRI Functional Connectivity Hemispheric Contrast to Lateralize Language,Modeling and Analysis Methods,Task-Independent and Resting-State Analysis,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling,3439,Manu,Krishnamurthy,Language
2294,Resample aggregating improves the generalizability of Connectome Predictive Modelling,Modeling and Analysis Methods,Classification and Predictive Modeling,Modeling and Analysis Methods,Modeling and Analysis - Connectivity,6045,David,O'Connor,Modeling and Analysis - Connectivity
2445,Resting-state individual variability in autism: insights from a pilot clinical rTMS trial,Brain Stimulation,TMS,Modeling and Analysis Methods,Modeling and Analysis - Connectivity,6144,Iska,Moxon-Emre,Brain Stimulation
1223,Restricted smoothing of spinal cord fMRI data resolves structured temporal variation in heatmaps,Novel Imaging Acquisition Methods,BOLD fMRI ,Modeling and Analysis Methods,Motion Correction and Preprocessing,1778,Kimberly,Hemmerling,Novel Imaging Acquisition Methods
1871,Robust temporal interpolation of acquisition time differences for 3D fMRI sequences,Novel Imaging Acquisition Methods,BOLD fMRI ,Modeling and Analysis Methods,Motion Correction and Preprocessing,4258,Samuel,Bianchi,Modeling and Analysis - Activation
1479,Robustness of individualized inferences from longitudinal resting state EEG dynamics,Novel Imaging Acquisition Methods,EEG ,Modeling and Analysis Methods,Task-Independent and Resting-State Analysis,2727,Maximilian,Hommelsen,Novel Imaging Acquisition Methods
2386,Salience network leads sequenced brain changes underlying fMRI correlation with EEG and physiology,Modeling and Analysis Methods,EEG/MEG Modeling and Analysis,Novel Imaging Acquisition Methods,Multi-Modal Imaging  ,6576,Yameng,Gu,Novel Imaging Acquisition Methods
1672,Schaefer-Yeo-AFNI-2021 Atlases:  Improved ROIs with AFNI+SUMA Processing,Neuroinformatics and Data Sharing,Brain Atlases,Modeling and Analysis Methods,Methods Development,1877,Daniel,Glen,Neuroinformatics and Data Sharing
2422,Self- and other-regarding reinforcement learning in PTSD with and without comorbid depression,Disorders of the Nervous System,Disorders of the Nervous System - Psychiatric,Modeling and Analysis Methods,Bayesian Modeling,7601,Shengchuang,Feng,Disorders of the Nervous System - Psychiatric
2038,"Sex Difference in Simulated tDCS Current Across Young, Middle-Aged and Older Adults.",Brain Stimulation,TDCS   ,Neuroanatomy,Cortical Anatomy and Brain Mapping,4904,SAGARIKA,BHATTACHARJEE,Brain Stimulation
1133,Shared functional connectivity features predict individual cognitive abilities in males and females,Modeling and Analysis Methods,Modeling and Analysis - Multivariate approaches,Modeling and Analysis Methods,Modeling and Analysis - Connectivity,1105,Elvisha,Dhamala,Modeling and Analysis - Multivariate approaches
1505,Social brain dynamics: Co-activation and interaction of networks enabling empathy and Theory of Mind,"Social Neuroscience, Emotion and Motivation",Social Cognition,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling,2798,Lara,Maliske,"Social Neuroscience, Emotion and Motivation"
2623,Spatial localization of lower limb movement on whole brain using 3D-pose estimation: an fMRI study,Novel Imaging Acquisition Methods,BOLD fMRI ,Motor Behavior,Motor Behavior Other,7472,Minji,Park,Novel Imaging Acquisition Methods
1755,Spatial patterns of temporal characteristics of BOLD signals encode pain discriminating information,"Perception, Attention and Motor Behavior",Perception: Tactile/Somatosensory ,Novel Imaging Acquisition Methods,BOLD fMRI ,3857,Yingchao,Song,"Perception, Attention and Motor Behavior"
2551,Spatiotemporal functional dynamics along the cortical hierarchy in autism,Disorders of the Nervous System,Disorders of the Nervous System - Neurodevelopmental/Early Life,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling,7237,Kyoungseob,Byeon,Software Demonstrations
1407,Spatiotemporal Trajectories in Resting-state FMRI Revealed by Convolutional Variational Autoencoder,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling,Novel Imaging Acquisition Methods,BOLD fMRI ,2478,Xiaodi,Zhang,Novel Imaging Acquisition Methods
1579,"Stroop interference as a function of task, design and cognitive demand: a neuroimaging meta-analysis",Higher Cognitive Functions,"Executive Function, Cognitive Control and Decision Making",Modeling and Analysis Methods,Modeling and Analysis - Activation,3128,Veronika,MÃ¼ller,Higher Cognitive Functions
2158,Structural and Functional Asymmetries in the Neonatal Cerebral Cortex,Lifespan Development,Normal Brain Development: Fetus to Adolescence,Neuroanatomy,Normal Development,5409,Logan,Williams,Lifespan Development
2181,Subcortical structure areal expansion in the human compared to the chimpanzee and heritability,Neuroanatomy,Subcortical Structures,Modeling and Analysis Methods,Image Registration and Computational Anatomy,5521,Nadia,Blostein,Neuroanatomy
2484,Test-retest reliability of cloud-based neuroimaging processing via brainlife.io.,Neuroinformatics and Data Sharing,Databasing and Data Sharing,Neuroinformatics and Data Sharing,Workflows,6956,Brad,Caron,Neuroinformatics and Data Sharing
2432,The Configurable Pipeline for the Analysis of Connectomes (C-PAC) 2020-21: Transitioning Out of Beta,Neuroinformatics and Data Sharing,Workflows,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling,6655,Steve,Giavasis,Software Demonstrations
2224,The Courtois project on neuronal modelling - 2021 data release,Neuroinformatics and Data Sharing,Databasing and Data Sharing,Novel Imaging Acquisition Methods,BOLD fMRI ,5693,Julie,Boyle,Neuroinformatics and Data Sharing
2199,The Differential Roles of Positive and Negative Valence Systems in PTSD Development,"Social Neuroscience, Emotion and Motivation",Reward and Punishment,Disorders of the Nervous System,Disorders of the Nervous System - Psychiatric,5591,Ziv,Ben-Zion,"Social Neuroscience, Emotion and Motivation"
1945,The effect of 6 months in space on brain macro- and microstructure,Modeling and Analysis Methods,Diffusion MRI Modeling and Analysis,Learning and Memory,Neural Plasticity and Recovery of Function,4599,Steven,Jillings,Learning and Memory
1108,The neural basis of conceptual processing â€“ A meta-analysis of 214 functional neuroimaging studies,Learning and Memory,Long-Term Memory (Episodic and Semantic),Language,Language Comprehension and Semantics,1349,Philipp,Kuhnke,Learning and Memory
2464,The neural dynamics of affective valence processing in a full-length feature film,"Social Neuroscience, Emotion and Motivation",Emotional Perception,"Social Neuroscience, Emotion and Motivation",Social Cognition,2909,Clare,Grall,"Social Neuroscience, Emotion and Motivation"
1548,"Three cortical networks for perceptual, semantic, and social processing of faces","Perception, Attention and Motor Behavior",Perception: Visual,Modeling and Analysis Methods,Modeling and Analysis - Multivariate approaches,1777,Asa,Borzabadi Farahani,"Perception, Attention and Motor Behavior"
1094,Tissue properties along the corticospinal tract of the wheelchair racing athlete: a case study,Neuroanatomy,"White Matter Anatomy, Fiber Pathways and Connectivity",Learning and Memory,Skill Learning,1009,Hiromasa,Takemura,Neuroanatomy
2097,Transcranial direct current stimulation reverses stroke-induced network alterations in mice,Brain Stimulation,TDCS   ,Modeling and Analysis Methods,Modeling and Analysis - Connectivity,1461,Stefan,Blaschke,Brain Stimulation
2167,Transcriptomically-constrained generative models of the human connectome,Modeling and Analysis Methods,Modeling and Analysis - Connectivity,Modeling and Analysis Methods,fMRI Connectivity and Network Modeling,5430,Stuart,Oldham,Modeling and Analysis - Connectivity
2245,Transient Connectivity Configurations of Triple-network Model in Obsessive-compulsive Disorder,Disorders of the Nervous System,Disorders of the Nervous System - Psychiatric,Modeling and Analysis Methods,Modeling and Analysis - Connectivity,1707,Hailong,Li,Software Demonstrations
1517,Variability of simple motor skills in healthy older people,Motor Behavior,Motor Planning and Execution,Lifespan Development,Aging ,2036,Sophia,Rickert,"Perception, Attention and Motor Behavior"
1613,Ventral Striatum and Orbitofrontal Cortex Mediate Emotion-cognition Integration during Inhibition,Higher Cognitive Functions,"Executive Function, Cognitive Control and Decision Making",Modeling and Analysis Methods,Modeling and Analysis - Connectivity,3262,Zhuang,Qian,Higher Cognitive Functions
2153,Vision and hearing share a common representation in STS despite the lack of multisensory experience,"Perception, Attention and Motor Behavior",Perception: Multisensory and Crossmodal ,Novel Imaging Acquisition Methods,BOLD fMRI ,5403,Francesca,Setti,"Perception, Attention and Motor Behavior"
2121,Lifespan Big Data Normative Modeling of Internalizing Disorders,Disorders of the Nervous System,Disorders of the Nervous System - Psychiatric,Lifespan Development,Lifespan Development Other,5267,Saige,Rutherford,Disorders of the Nervous System - Psychiatric
1938,Mapping columnar axis of motion in human area MT using SI-SS-VASO at 7T,Novel Imaging Acquisition Methods,Non-BOLD fMRI,"Perception, Attention and Motor Behavior",Perception: Visual,4559,Alessandra,Pizzuti,Novel Imaging Acquisition Methods
2503,Neural-Behavioral Correlates of Patient-Clinician Relationships: a Longitudinal fMRI Hyperscan Study,"Social Neuroscience, Emotion and Motivation",Social Neuroscience Other,"Perception, Attention and Motor Behavior",Perception: Pain and Visceral  ,6690,Arvina,Grahl,"Social Neuroscience, Emotion and Motivation"
1615,Nigrosome 1 in the substantia nigra: toward unifying its definition in histology and MRI,Neuroanatomy,Subcortical Structures,Novel Imaging Acquisition Methods,Anatomical MRI ,3270,Malte,Brammerloh,Neuroanatomy
2373,"NIH Funded NITRCâ€™s Triad of Services: Software, Data, Compute",Neuroinformatics and Data Sharing,Informatics Other,Neuroinformatics and Data Sharing,Databasing and Data Sharing,6354,David,Kennedy,Software Demonstrations
1954,Sparse co-occurrences of fMRI and intracranial EEG functional connectivity states in resting state,Modeling and Analysis Methods,Modeling and Analysis - Connectivity,Modeling and Analysis Methods,Task-Independent and Resting-State Analysis,4627,Parham,Mostame,Modeling and Analysis - Connectivity
1717,The development of brain circuitry supporting conscious awareness in infancy,Lifespan Development,"Early life, Adolescence, Aging",Modeling and Analysis Methods,Modeling and Analysis - Connectivity,3739,Huiqing,Hu,Lifespan Development
2126,A browser-based tool for interactive brain data visualization,Neuroinformatics and Data Sharing,Informatics Other,Modeling and Analysis Methods,Other Methods,5290,Seung Hye,Park,Software Demonstrations
2262,A Cascaded 3D U-Net Model for Fast Automatic Segmentation of the Hippocampus,Modeling and Analysis Methods,Methods Development,Modeling and Analysis Methods,Segmentation and Parcellation,5850,Swapna,Premasiri,Modeling and Analysis - Activation
